tls-wire|control|applied=true;found=true;fragmented=false|success|none(handshake-succeeded)|ok=true|-|want=success|MET
tls-wire|wire_coeff0_eq_q|applied=true;found=true;fragmented=false|failure(client_err="remote error: tls: illegal parameter",server_pipe_err="")|illegal_parameter|ok=false error="peer misbehaved: InvalidKeyShare"|peer_misbehaved:InvalidKeyShare|want=abort:illegal_parameter|MET
tls-wire|wire_coeff0_eq_4095|applied=true;found=true;fragmented=false|failure(client_err="remote error: tls: illegal parameter",server_pipe_err="")|illegal_parameter|ok=false error="peer misbehaved: InvalidKeyShare"|peer_misbehaved:InvalidKeyShare|want=abort:illegal_parameter|MET
tls-wire|wire_coeff255_eq_4095|applied=true;found=true;fragmented=false|failure(client_err="remote error: tls: illegal parameter",server_pipe_err="")|illegal_parameter|ok=false error="peer misbehaved: InvalidKeyShare"|peer_misbehaved:InvalidKeyShare|want=abort:illegal_parameter|MET
tls-wire|truncate_last_byte|applied=true;found=true;fragmented=false|failure(client_err="remote error: tls: illegal parameter",server_pipe_err="")|illegal_parameter|ok=false error="peer misbehaved: InvalidKeyShare"|peer_misbehaved:InvalidKeyShare|want=abort:illegal_parameter|MET
