axis	vector_id	adapter	lib_version	expected_struct_hex	actual_struct_hex	struct_verdict	struct_notes	expected_msg_hex	actual_msg_hex	msg_verdict	msg_notes
deterministic_ecdsa_nonce	sign1_es256_deterministic_call_1	lib_go_cose	1.3.0	846a5369676e61747572653143a1012640581a64657465726d696e69737469635f746573745f7061796c6f6164	846a5369676e61747572653143a1012640581a64657465726d696e69737469635f746573745f7061796c6f6164	PASS				NOT_SUPPORTED	adapter returned None
deterministic_ecdsa_nonce	sign1_es256_deterministic_call_1	lib_pycose	1.1.0	846a5369676e61747572653143a1012640581a64657465726d696e69737469635f746573745f7061796c6f6164	846a5369676e61747572653143a1012640581a64657465726d696e69737469635f746573745f7061796c6f6164	PASS			d28443a10126a0581a64657465726d696e69737469635f746573745f7061796c6f61645840a522608ca54bef1ff9b18c711d2990befa3f28ef89b5b352c22a9cfe9121a4ef520296953bcd2aeae1a89df4618b14a3d5d871f3bc8b16f395791db4947e1273	INSTRUMENT_QUESTION	no oracle expected bytes
deterministic_ecdsa_nonce	sign1_es256_deterministic_call_2	lib_go_cose	1.3.0	846a5369676e61747572653143a1012640581a64657465726d696e69737469635f746573745f7061796c6f6164	846a5369676e61747572653143a1012640581a64657465726d696e69737469635f746573745f7061796c6f6164	PASS				NOT_SUPPORTED	adapter returned None
deterministic_ecdsa_nonce	sign1_es256_deterministic_call_2	lib_pycose	1.1.0	846a5369676e61747572653143a1012640581a64657465726d696e69737469635f746573745f7061796c6f6164	846a5369676e61747572653143a1012640581a64657465726d696e69737469635f746573745f7061796c6f6164	PASS			d28443a10126a0581a64657465726d696e69737469635f746573745f7061796c6f616458409c38063cfc940cda534bf786e7a994c889b2cd19a0751409499855db33bd9a0bd0e186aed0f3a7da76f4328cf186bc5bd4b4cbb8ceea4970aa7f6171d8d1a07f	INSTRUMENT_QUESTION	no oracle expected bytes
ecdsa_r_s_encoding	es256_sign1_basic	lib_go_cose	1.3.0	846a5369676e61747572653143a1012640477061796c6f6164	846a5369676e61747572653143a1012640477061796c6f6164	PASS		d2844443a10126a0477061796c6f6164584000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000		NOT_SUPPORTED	adapter returned None
ecdsa_r_s_encoding	es256_sign1_basic	lib_pycose	1.1.0	846a5369676e61747572653143a1012640477061796c6f6164	846a5369676e61747572653143a1012640477061796c6f6164	PASS		d2844443a10126a0477061796c6f6164584000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	d28443a10126a0477061796c6f61645840cb19ffaea33432b9508a867537e7de56a310df712a435b3f520299ee490e7d8802184f10f44f8969300f8c998c1953ffcabdfd95c968e0dda33864900a786c54	DIVERGE	actual=d28443a10126a0477061796c6f61645840cb19ffaea33432b9508a867537e7de56a310df712a435b3f520299ee490e7d8802184f10f44f8969300f8c998c1953ffcabdfd95c968e0dda33864900a786c54 expected=d2844443a10126a0477061796c6f6164584000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
ecdsa_r_s_encoding	es384_sign1_basic	lib_go_cose	1.3.0	846a5369676e61747572653144a101382240477061796c6f6164	846a5369676e61747572653144a101382240477061796c6f6164	PASS		d2844544a1013822a0477061796c6f61645860000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000		NOT_SUPPORTED	adapter returned None
ecdsa_r_s_encoding	es384_sign1_basic	lib_pycose	1.1.0	846a5369676e61747572653144a101382240477061796c6f6164	846a5369676e61747572653144a101382240477061796c6f6164	PASS		d2844544a1013822a0477061796c6f61645860000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	d28444a1013822a0477061796c6f61645860a23bedf36024ce2afc9151731267adde1736525881cd82360122d6111d5708c7be11691a3851484230f8d1eac415aabb7ae7ae4300c60a1ce5e9e57a855c1550cc1c8af77f1d56f4e67626c7d7e4b65504494a6138c227d2de65d61183ecab01	DIVERGE	actual=d28444a1013822a0477061796c6f61645860a23bedf36024ce2afc9151731267adde1736525881cd82360122d6111d5708c7be11691a3851484230f8d1eac415aabb7ae7ae4300c60a1ce5e9e57a855c1550cc1c8af77f1d56f4e67626c7d7e4b65504494a6138c227d2de65d61183ecab01 expected=d2844544a1013822a0477061796c6f61645860000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
ecdsa_r_s_encoding	es512_sign1_basic	lib_go_cose	1.3.0	846a5369676e61747572653144a101382340477061796c6f6164	846a5369676e61747572653144a101382340477061796c6f6164	PASS		d2844544a1013823a0477061796c6f61645884000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000		NOT_SUPPORTED	adapter returned None
ecdsa_r_s_encoding	es512_sign1_basic	lib_pycose	1.1.0	846a5369676e61747572653144a101382340477061796c6f6164	846a5369676e61747572653144a101382340477061796c6f6164	PASS		d2844544a1013823a0477061796c6f61645884000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	d28444a1013823a0477061796c6f61645884014a1f51de4cbee1db492cc12bb16ed7f0494414494295727e84817cb03371117cf1a8e4f4d029bcd1545ef00cf5616796700d94d91dde78f894c8580062707bdf65016fc3d7c99b1196a0d3dae17be521e49de88772542f5471d45504f12de09634811ded449b47a9675337d415d0c9da475509b85234e6d8fd16e413bcd3439f7dbb18	DIVERGE	actual=d28444a1013823a0477061796c6f61645884014a1f51de4cbee1db492cc12bb16ed7f0494414494295727e84817cb03371117cf1a8e4f4d029bcd1545ef00cf5616796700d94d91dde78f894c8580062707bdf65016fc3d7c99b1196a0d3dae17be521e49de88772542f5471d45504f12de09634811ded449b47a9675337d415d0c9da475509b85234e6d8fd16e413bcd3439f7dbb18 expected=d2844544a1013823a0477061796c6f61645884000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
eddsa_signature_encoding	eddsa_sign1_basic	lib_go_cose	1.3.0	846a5369676e61747572653143a1012740477061796c6f6164	846a5369676e61747572653143a1012740477061796c6f6164	PASS		d2844443a10127a0477061796c6f6164584000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000		NOT_SUPPORTED	adapter returned None
eddsa_signature_encoding	eddsa_sign1_basic	lib_pycose	1.1.0	846a5369676e61747572653143a1012740477061796c6f6164	846a5369676e61747572653143a1012740477061796c6f6164	PASS		d2844443a10127a0477061796c6f6164584000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	d28443a10127a0477061796c6f61645840cae598277327f1ed46fce318609fc5b2d253d1c3312f5dbe8b7683be6baca53eb4dbfa59a3a00f77c7762aa87c0e6ad4b93053272c73820b3e748711c6915006	DIVERGE	actual=d28443a10127a0477061796c6f61645840cae598277327f1ed46fce318609fc5b2d253d1c3312f5dbe8b7683be6baca53eb4dbfa59a3a00f77c7762aa87c0e6ad4b93053272c73820b3e748711c6915006 expected=d2844443a10127a0477061796c6f6164584000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
empty_protected_bucket	sign1_empty_protected_no_headers	lib_go_cose	1.3.0	846a5369676e61747572653140404568656c6c6f	846a5369676e61747572653140404568656c6c6f	PASS		d28440a04568656c6c6f584000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000		NOT_SUPPORTED	adapter returned None
empty_protected_bucket	sign1_empty_protected_no_headers	lib_pycose	1.1.0	846a5369676e61747572653140404568656c6c6f	846a5369676e61747572653140404568656c6c6f	PASS		d28440a04568656c6c6f584000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000		NOT_SUPPORTED	adapter returned None
empty_protected_bucket	sign1_empty_protected_alg_uhdr	lib_go_cose	1.3.0	846a5369676e61747572653140404568656c6c6f	846a5369676e61747572653140404568656c6c6f	PASS		d28440a101264568656c6c6f584000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000		NOT_SUPPORTED	adapter returned None
empty_protected_bucket	sign1_empty_protected_alg_uhdr	lib_pycose	1.1.0	846a5369676e61747572653140404568656c6c6f	846a5369676e61747572653140404568656c6c6f	PASS		d28440a101264568656c6c6f584000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	d28440a101264568656c6c6f58404cd11c3cf8e345d2853d783c0cd9a04b8cc96488ede3deaf1b062d5b710f50aa07cba79800130fbc8c130d17f32fdbf0b9f27550911b3f46069b91a54dc8b769	DIVERGE	actual=d28440a101264568656c6c6f58404cd11c3cf8e345d2853d783c0cd9a04b8cc96488ede3deaf1b062d5b710f50aa07cba79800130fbc8c130d17f32fdbf0b9f27550911b3f46069b91a54dc8b769 expected=d28440a101264568656c6c6f584000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
empty_protected_bucket	sign1_empty_protected_kid_uhdr	lib_go_cose	1.3.0	846a5369676e61747572653140404568656c6c6f	846a5369676e61747572653140404568656c6c6f	PASS		d28440a10444010203044568656c6c6f584000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000		NOT_SUPPORTED	adapter returned None
empty_protected_bucket	sign1_empty_protected_kid_uhdr	lib_pycose	1.1.0	846a5369676e61747572653140404568656c6c6f	846a5369676e61747572653140404568656c6c6f	PASS		d28440a10444010203044568656c6c6f584000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000		NOT_SUPPORTED	adapter returned None
empty_protected_bucket	encrypt0_empty_protected_alg_iv_uhdr	lib_go_cose	1.3.0	8368456e6372797074304040	8368456e6372797074304040	PASS		d08340a20101054c0000000000000000000000004f636970686572746578745f64617461		NOT_SUPPORTED	adapter returned None
empty_protected_bucket	encrypt0_empty_protected_alg_iv_uhdr	lib_pycose	1.1.0	8368456e6372797074304040	8368456e6372797074304040	PASS		d08340a20101054c0000000000000000000000004f636970686572746578745f64617461	d08340a20101054c000000000000000000000000504b4b2db80a647a31ed1b24c143be61b1	DIVERGE	actual=d08340a20101054c000000000000000000000000504b4b2db80a647a31ed1b24c143be61b1 expected=d08340a20101054c0000000000000000000000004f636970686572746578745f64617461
empty_protected_bucket	mac0_empty_protected_alg_uhdr	lib_go_cose	1.3.0	84644d4143304040477061796c6f6164	84644d4143304040477061796c6f6164	PASS		d18440a10105477061796c6f616458200000000000000000000000000000000000000000000000000000000000000000		NOT_SUPPORTED	adapter returned None
empty_protected_bucket	mac0_empty_protected_alg_uhdr	lib_pycose	1.1.0	84644d4143304040477061796c6f6164	84644d4143304040477061796c6f6164	PASS		d18440a10105477061796c6f616458200000000000000000000000000000000000000000000000000000000000000000	d18440a10105477061796c6f616458203ab2a9ffa5dcb475efad071c4e2e9243991d9f4ab67148f3554cca9ef2ec0d71	DIVERGE	actual=d18440a10105477061796c6f616458203ab2a9ffa5dcb475efad071c4e2e9243991d9f4ab67148f3554cca9ef2ec0d71 expected=d18440a10105477061796c6f616458200000000000000000000000000000000000000000000000000000000000000000
header_label_sorting	int_labels_sorted	lib_go_cose	1.3.0	846a5369676e61747572653147a2031832044179404170	846a5369676e61747572653147a2031832044179404170	PASS		d2844847a2031832044179a101264170584000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000		NOT_SUPPORTED	adapter returned None
header_label_sorting	int_labels_sorted	lib_pycose	1.1.0	846a5369676e61747572653147a2031832044179404170	846a5369676e61747572653147a2044179031832404170	SPEC_VIOLATION	byte mismatch: actual=846a5369676e61747572653147a2044179031832404170 expected=846a5369676e61747572653147a2031832044179404170	d2844847a2031832044179a101264170584000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	d28447a2044179031832a101264170584049324424cc80a67bdfb6c5a67a26f99939d5d4032e933e834b402e88401cb85e0337c0c94398f05f582279c03deb63065c0c31b3ceaec57101a18ec937276353	DIVERGE	actual=d28447a2044179031832a101264170584049324424cc80a67bdfb6c5a67a26f99939d5d4032e933e834b402e88401cb85e0337c0c94398f05f582279c03deb63065c0c31b3ceaec57101a18ec937276353 expected=d2844847a2031832044179a101264170584000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
header_label_sorting	int_labels_reverse_insertion	lib_go_cose	1.3.0	846a5369676e61747572653147a2031832044179404170	846a5369676e61747572653147a2031832044179404170	PASS		d2844847a2031832044179a101264170584000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000		NOT_SUPPORTED	adapter returned None
header_label_sorting	int_labels_reverse_insertion	lib_pycose	1.1.0	846a5369676e61747572653147a2031832044179404170	846a5369676e61747572653147a2044179031832404170	SPEC_VIOLATION	byte mismatch: actual=846a5369676e61747572653147a2044179031832404170 expected=846a5369676e61747572653147a2031832044179404170	d2844847a2031832044179a101264170584000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	d28447a2044179031832a1012641705840250173c2967421c61788369ce5d6e9e1b5b615ed822d282c1f627db7f1d2c2e1bc08a57137d5cada765b95f69bb7f0d14eb22cc4ed8f2a7a5367d11189118fc1	DIVERGE	actual=d28447a2044179031832a1012641705840250173c2967421c61788369ce5d6e9e1b5b615ed822d282c1f627db7f1d2c2e1bc08a57137d5cada765b95f69bb7f0d14eb22cc4ed8f2a7a5367d11189118fc1 expected=d2844847a2031832044179a101264170584000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
header_label_sorting	mixed_int_tstr_labels	lib_go_cose	1.3.0	846a5369676e61747572653157a2636b6964416b64637479706a746578742f706c61696e404170	846a5369676e61747572653157a2636b6964416b64637479706a746578742f706c61696e404170	PASS		d284581857a2636b6964416b64637479706a746578742f706c61696ea101264170584000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000		NOT_SUPPORTED	adapter returned None
header_label_sorting	mixed_int_tstr_labels	lib_pycose	1.1.0	846a5369676e61747572653157a2636b6964416b64637479706a746578742f706c61696e404170	846a5369676e61747572653154a264637479706a746578742f706c61696e04416b404170	SPEC_VIOLATION	length mismatch: actual=36 expected=39	d284581857a2636b6964416b64637479706a746578742f706c61696ea101264170584000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	d28454a264637479706a746578742f706c61696e04416ba1012641705840c77ae4a870e22a461be2e961182779f890566202bba3d374f0bda2c6a40016bfd98e82482effbf46a4e39b23bf090c897153fb09b7d4ad694acf2004a958533e	DIVERGE	actual=d28454a264637479706a746578742f706c61696e04416ba1012641705840c77ae4a870e22a461be2e961182779f890566202bba3d374f0bda2c6a40016bfd98e82482effbf46a4e39b23bf090c897153fb09b7d4ad694acf2004a958533e expected=d284581857a2636b6964416b64637479706a746578742f706c61696ea101264170584000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
header_label_sorting	tstr_lex_sort	lib_go_cose	1.3.0	846a5369676e61747572653152a5616101616203617a056261610262616204404170	846a5369676e61747572653152a5616101616203617a056261610262616204404170	PASS		d2845352a5616101616203617a056261610262616204a04170584000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000		NOT_SUPPORTED	adapter returned None
header_label_sorting	tstr_lex_sort	lib_pycose	1.1.0	846a5369676e61747572653152a5616101616203617a056261610262616204404170	846a5369676e61747572653152a56161016261610261620362616204617a05404170	SPEC_VIOLATION	byte mismatch: actual=846a5369676e61747572653152a56161016261610261620362616204617a05404170 expected=846a5369676e61747572653152a5616101616203617a056261610262616204404170	d2845352a5616101616203617a056261610262616204a04170584000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000		NOT_SUPPORTED	adapter returned None
