valid-control|ML-KEM-1024|pass|seed:20264848|rc=0|accepted
valid-control|ML-KEM-1024|pass|seed:20264849|rc=0|accepted
valid-control|ML-KEM-1024|pass|seed:20264850|rc=0|accepted
valid-control|ML-KEM-1024|pass|seed:20264851|rc=0|accepted
valid-control|ML-KEM-1024|pass|seed:20264852|rc=0|accepted
valid-control|ML-KEM-1024|pass|seed:20264853|rc=0|accepted
valid-control|ML-KEM-1024|pass|seed:20264854|rc=0|accepted
valid-control|ML-KEM-1024|pass|seed:20264855|rc=0|accepted
noncanon-q3329-first|ML-KEM-1024|fail-modulus|seed:781000+coeff[0]:=3329|rc=import-rejected|other:mlkem: invalid polynomial encoding
noncanon-v4000-first|ML-KEM-1024|fail-modulus|seed:781000+coeff[0]:=4000|rc=import-rejected|other:mlkem: invalid polynomial encoding
noncanon-max4095-first|ML-KEM-1024|fail-modulus|seed:781000+coeff[0]:=4095|rc=import-rejected|other:mlkem: invalid polynomial encoding
noncanon-q3329-middle|ML-KEM-1024|fail-modulus|seed:781000+coeff[512]:=3329|rc=import-rejected|other:mlkem: invalid polynomial encoding
noncanon-v4000-middle|ML-KEM-1024|fail-modulus|seed:781000+coeff[512]:=4000|rc=import-rejected|other:mlkem: invalid polynomial encoding
noncanon-max4095-middle|ML-KEM-1024|fail-modulus|seed:781000+coeff[512]:=4095|rc=import-rejected|other:mlkem: invalid polynomial encoding
noncanon-q3329-last|ML-KEM-1024|fail-modulus|seed:781000+coeff[1023]:=3329|rc=import-rejected|other:mlkem: invalid polynomial encoding
noncanon-v4000-last|ML-KEM-1024|fail-modulus|seed:781000+coeff[1023]:=4000|rc=import-rejected|other:mlkem: invalid polynomial encoding
noncanon-max4095-last|ML-KEM-1024|fail-modulus|seed:781000+coeff[1023]:=4095|rc=import-rejected|other:mlkem: invalid polynomial encoding
len-minus-1|ML-KEM-1024|fail-type|derived:len-1|rc=import-rejected|length-error:mlkem: invalid encapsulation key length
len-plus-1|ML-KEM-1024|fail-type|derived:len+1|rc=import-rejected|length-error:mlkem: invalid encapsulation key length
rho-zero|ML-KEM-1024|pass|derived:rho-mutation|rc=0|accepted
rho-ff|ML-KEM-1024|pass|derived:rho-mutation|rc=0|accepted
rho-prng-a|ML-KEM-1024|pass|derived:rho-mutation|rc=0|accepted
rho-prng-b|ML-KEM-1024|pass|derived:rho-mutation|rc=0|accepted
cross-set-1024-as-768|ML-KEM-768|fail-type|seed:555000+4000|rc=import-rejected|length-error:mlkem: invalid encapsulation key length
congruent-plant|ML-KEM-768|fail-modulus|seed:912000+plant(c+q)@0,mid,last|rc=import-rejected|other:mlkem: invalid polynomial encoding
congruent-plant|ML-KEM-768|fail-modulus|seed:912002+plant(c+q)@0,mid,last|rc=import-rejected|other:mlkem: invalid polynomial encoding
congruent-plant|ML-KEM-768|fail-modulus|seed:912004+plant(c+q)@0,mid,last|rc=import-rejected|other:mlkem: invalid polynomial encoding
congruent-plant|ML-KEM-768|fail-modulus|seed:912005+plant(c+q)@0,mid,last|rc=import-rejected|other:mlkem: invalid polynomial encoding
congruent-plant|ML-KEM-768|fail-modulus|seed:912006+plant(c+q)@0,mid,last|rc=import-rejected|other:mlkem: invalid polynomial encoding
congruent-plant|ML-KEM-768|fail-modulus|seed:912007+plant(c+q)@0,mid,last|rc=import-rejected|other:mlkem: invalid polynomial encoding
congruent-plant|ML-KEM-1024|fail-modulus|seed:913001+plant(c+q)@0,mid,last|rc=import-rejected|other:mlkem: invalid polynomial encoding
congruent-plant|ML-KEM-1024|fail-modulus|seed:913002+plant(c+q)@0,mid,last|rc=import-rejected|other:mlkem: invalid polynomial encoding
congruent-plant|ML-KEM-1024|fail-modulus|seed:913003+plant(c+q)@0,mid,last|rc=import-rejected|other:mlkem: invalid polynomial encoding
congruent-plant|ML-KEM-1024|fail-modulus|seed:913004+plant(c+q)@0,mid,last|rc=import-rejected|other:mlkem: invalid polynomial encoding
congruent-plant|ML-KEM-1024|fail-modulus|seed:913005+plant(c+q)@0,mid,last|rc=import-rejected|other:mlkem: invalid polynomial encoding
congruent-plant|ML-KEM-1024|fail-modulus|seed:913007+plant(c+q)@0,mid,last|rc=import-rejected|other:mlkem: invalid polynomial encoding
wycheproof-modoverflow|ML-KEM-768|fail-modulus|wycheproof:tcId2|rc=import-rejected|other:mlkem: invalid polynomial encoding
wycheproof-modoverflow|ML-KEM-768|fail-modulus|wycheproof:tcId3|rc=import-rejected|other:mlkem: invalid polynomial encoding
wycheproof-modoverflow|ML-KEM-768|fail-modulus|wycheproof:tcId4|rc=import-rejected|other:mlkem: invalid polynomial encoding
wycheproof-modoverflow|ML-KEM-768|fail-modulus|wycheproof:tcId5|rc=import-rejected|other:mlkem: invalid polynomial encoding
wycheproof-modoverflow|ML-KEM-768|fail-modulus|wycheproof:tcId6|rc=import-rejected|other:mlkem: invalid polynomial encoding
wycheproof-modoverflow|ML-KEM-768|fail-modulus|wycheproof:tcId7|rc=import-rejected|other:mlkem: invalid polynomial encoding
wycheproof-modoverflow|ML-KEM-768|fail-modulus|wycheproof:tcId8|rc=import-rejected|other:mlkem: invalid polynomial encoding
wycheproof-modoverflow|ML-KEM-768|fail-modulus|wycheproof:tcId9|rc=import-rejected|other:mlkem: invalid polynomial encoding
wycheproof-modoverflow|ML-KEM-768|fail-modulus|wycheproof:tcId10|rc=import-rejected|other:mlkem: invalid polynomial encoding
wycheproof-modoverflow|ML-KEM-768|fail-modulus|wycheproof:tcId11|rc=import-rejected|other:mlkem: invalid polynomial encoding
wycheproof-modoverflow|ML-KEM-768|fail-modulus|wycheproof:tcId12|rc=import-rejected|other:mlkem: invalid polynomial encoding
wycheproof-modoverflow|ML-KEM-768|fail-modulus|wycheproof:tcId13|rc=import-rejected|other:mlkem: invalid polynomial encoding
wycheproof-modoverflow|ML-KEM-1024|fail-modulus|wycheproof:tcId2|rc=import-rejected|other:mlkem: invalid polynomial encoding
wycheproof-modoverflow|ML-KEM-1024|fail-modulus|wycheproof:tcId3|rc=import-rejected|other:mlkem: invalid polynomial encoding
wycheproof-modoverflow|ML-KEM-1024|fail-modulus|wycheproof:tcId4|rc=import-rejected|other:mlkem: invalid polynomial encoding
wycheproof-modoverflow|ML-KEM-1024|fail-modulus|wycheproof:tcId5|rc=import-rejected|other:mlkem: invalid polynomial encoding
wycheproof-modoverflow|ML-KEM-1024|fail-modulus|wycheproof:tcId6|rc=import-rejected|other:mlkem: invalid polynomial encoding
wycheproof-modoverflow|ML-KEM-1024|fail-modulus|wycheproof:tcId7|rc=import-rejected|other:mlkem: invalid polynomial encoding
wycheproof-modoverflow|ML-KEM-1024|fail-modulus|wycheproof:tcId8|rc=import-rejected|other:mlkem: invalid polynomial encoding
wycheproof-modoverflow|ML-KEM-1024|fail-modulus|wycheproof:tcId9|rc=import-rejected|other:mlkem: invalid polynomial encoding
wycheproof-modoverflow|ML-KEM-1024|fail-modulus|wycheproof:tcId10|rc=import-rejected|other:mlkem: invalid polynomial encoding
wycheproof-modoverflow|ML-KEM-1024|fail-modulus|wycheproof:tcId11|rc=import-rejected|other:mlkem: invalid polynomial encoding
wycheproof-modoverflow|ML-KEM-1024|fail-modulus|wycheproof:tcId12|rc=import-rejected|other:mlkem: invalid polynomial encoding
wycheproof-modoverflow|ML-KEM-1024|fail-modulus|wycheproof:tcId13|rc=import-rejected|other:mlkem: invalid polynomial encoding
wycheproof-modoverflow|ML-KEM-1024|fail-modulus|wycheproof:tcId14|rc=import-rejected|other:mlkem: invalid polynomial encoding
wycheproof-modoverflow|ML-KEM-1024|fail-modulus|wycheproof:tcId15|rc=import-rejected|other:mlkem: invalid polynomial encoding
wycheproof-modoverflow|ML-KEM-1024|fail-modulus|wycheproof:tcId16|rc=import-rejected|other:mlkem: invalid polynomial encoding
wycheproof-modoverflow|ML-KEM-1024|fail-modulus|wycheproof:tcId17|rc=import-rejected|other:mlkem: invalid polynomial encoding
SUMMARY|total=135
